frame,person_id,class,bbox,confidence
87,6,person,"[1099.29, 1693.29, 1301.37, 2335.86]",0.75
87,7,person,"[899.65, 1689.29, 1064.31, 2194.74]",0.76
87,9,backpack,"[1113.34, 1803.81, 1280.73, 2027.32]",0.34
87,100,person,"[1601.12, 1688.73, 1695.82, 1869.92]",0.36
88,1,person,"[552.66, 1614.77, 902.29, 2567.26]",0.86
88,2,person,"[1312.32, 1623.82, 1550.78, 2375.36]",0.74
88,3,person,"[200.3, 1577.51, 572.17, 2641.34]",0.84
88,4,person,"[2051.8, 1675.02, 2160.0, 2087.24]",0.39
88,6,person,"[1100.08, 1691.17, 1302.48, 2335.89]",0.8
88,7,person,"[900.17, 1686.32, 1067.18, 2203.02]",0.76
88,9,backpack,"[1116.67, 1802.39, 1278.71, 2018.8]",0.53
88,100,person,"[1600.1, 1683.11, 1696.71, 1868.35]",0.37
89,1,person,"[554.94, 1614.36, 902.85, 2562.94]",0.86
89,2,person,"[1317.7, 1622.39, 1559.44, 2379.51]",0.78
89,3,person,"[207.87, 1585.27, 578.33, 2647.67]",0.87
89,4,person,"[2055.67, 1672.72, 2160.0, 2087.89]",0.44
89,6,person,"[1100.74, 1688.05, 1301.6, 2329.04]",0.82
89,7,person,"[902.23, 1684.36, 1068.2, 2201.38]",0.75
89,9,backpack,"[1122.72, 1807.44, 1275.46, 2009.84]",0.36
89,100,person,"[1602.22, 1683.94, 1698.51, 1869.37]",0.35
89,103,person,"[123.4, 1547.46, 291.34, 2310.6]",0.55
90,1,person,"[552.55, 1617.3, 903.0, 2574.02]",0.86
90,2,person,"[1318.02, 1621.54, 1560.01, 2376.73]",0.78
90,3,person,"[212.68, 1589.79, 583.46, 2654.32]",0.88
90,4,person,"[2058.86, 1680.6, 2160.0, 2088.2]",0.4
90,6,person,"[1102.84, 1685.22, 1302.44, 2322.53]",0.81
90,7,person,"[904.72, 1683.28, 1069.22, 2198.11]",0.75
90,9,backpack,"[1125.63, 1809.18, 1275.06, 2006.12]",0.28
90,103,person,"[120.21, 1547.9, 289.33, 2313.85]",0.52
91,1,person,"[551.95, 1618.59, 905.28, 2587.97]",0.87
91,2,person,"[1316.96, 1624.2, 1560.45, 2387.93]",0.76
91,3,person,"[208.97, 1589.94, 577.35, 2651.24]",0.85
91,4,person,"[2062.82, 1685.32, 2160.0, 2088.6]",0.44
91,6,person,"[1103.9, 1682.9, 1303.07, 2317.32]",0.82
91,7,person,"[911.09, 1683.48, 1072.64, 2186.91]",0.75
91,103,person,"[109.79, 1551.64, 281.02, 2319.61]",0.54
92,1,person,"[556.69, 1621.4, 909.67, 2594.65]",0.87
92,2,person,"[1316.89, 1626.47, 1558.48, 2391.63]",0.77
92,3,person,"[208.35, 1593.13, 575.2, 2647.08]",0.87
92,4,person,"[2065.74, 1686.74, 2160.0, 2091.66]",0.29
92,6,person,"[1105.85, 1680.55, 1305.02, 2314.86]",0.81
92,7,person,"[913.61, 1683.69, 1074.9, 2184.58]",0.76
92,103,person,"[101.02, 1548.14, 280.8, 2343.18]",0.66
92,9,backpack,"[1129.2, 1808.49, 1276.97, 2002.2]",0.4
93,1,person,"[561.82, 1629.9, 911.66, 2599.23]",0.86
93,2,person,"[1319.42, 1630.35, 1558.24, 2394.11]",0.74
93,3,person,"[206.14, 1594.5, 574.84, 2652.77]",0.87
93,6,person,"[1105.63, 1679.64, 1307.04, 2319.98]",0.8
93,7,person,"[913.18, 1684.06, 1074.66, 2185.5]",0.77
93,103,person,"[89.36, 1534.68, 279.94, 2363.73]",0.72
93,106,person,"[1482.91, 1715.09, 1650.65, 2214.9]",0.42
93,9,backpack,"[1130.09, 1797.88, 1283.58, 1999.73]",0.42
94,1,person,"[564.26, 1635.87, 913.71, 2607.46]",0.86
94,2,person,"[1329.58, 1633.88, 1566.25, 2392.81]",0.72
94,3,person,"[208.17, 1591.6, 577.95, 2656.46]",0.87
94,6,person,"[1107.06, 1681.36, 1309.58, 2324.79]",0.79
94,7,person,"[913.62, 1683.87, 1076.16, 2187.77]",0.77
94,103,person,"[78.31, 1534.57, 277.18, 2383.12]",0.7
94,106,person,"[1494.55, 1709.05, 1669.61, 2231.55]",0.38
94,9,backpack,"[1134.11, 1796.65, 1287.17, 1999.2]",0.43
94,85,backpack,"[1387.42, 1769.21, 1560.29, 2016.61]",0.51
95,1,person,"[562.5, 1638.19, 911.62, 2610.37]",0.85
95,2,person,"[1334.72, 1636.65, 1569.97, 2395.74]",0.72
95,3,person,"[209.37, 1587.94, 577.08, 2648.61]",0.88
95,6,person,"[1109.28, 1683.43, 1311.31, 2325.56]",0.76
95,7,person,"[915.01, 1684.19, 1077.74, 2187.8]",0.76
95,103,person,"[55.48, 1535.59, 264.94, 2409.77]",0.73
95,106,person,"[1500.67, 1707.4, 1680.41, 2244.76]",0.5
95,9,backpack,"[1134.83, 1795.99, 1287.87, 1999.64]",0.54
95,85,backpack,"[1392.54, 1768.97, 1562.84, 2016.55]",0.47
96,1,person,"[561.1, 1634.76, 911.79, 2613.55]",0.83
96,2,person,"[1339.13, 1636.39, 1571.05, 2390.33]",0.66
96,3,person,"[211.44, 1586.29, 571.68, 2626.66]",0.87
96,6,person,"[1113.17, 1688.04, 1313.2, 2321.61]",0.77
96,7,person,"[915.69, 1684.98, 1080.78, 2198.17]",0.76
96,103,person,"[39.92, 1531.65, 256.93, 2416.82]",0.79
96,106,person,"[1510.43, 1714.12, 1691.98, 2257.66]",0.65
96,9,backpack,"[1136.45, 1798.61, 1289.11, 2003.26]",0.36
96,85,backpack,"[1394.82, 1767.53, 1564.87, 2017.88]",0.52
96,110,person,"[1057.35, 1657.61, 1178.15, 2038.38]",0.45
97,1,person,"[561.0, 1629.22, 907.48, 2597.82]",0.83
97,2,person,"[1340.3, 1634.3, 1569.6, 2386.41]",0.68
97,3,person,"[212.58, 1583.55, 566.17, 2604.02]",0.86
97,6,person,"[1118.32, 1692.36, 1315.95, 2316.41]",0.78
97,7,person,"[918.76, 1687.04, 1080.22, 2189.31]",0.75
97,103,person,"[25.3, 1513.35, 255.81, 2439.39]",0.81
97,106,person,"[1515.24, 1705.25, 1700.42, 2260.43]",0.67
97,9,backpack,"[1135.74, 1806.87, 1283.79, 2005.1]",0.36
97,85,backpack,"[1413.23, 1796.92, 1561.29, 2014.66]",0.43
97,110,person,"[1058.59, 1655.6, 1179.6, 2036.93]",0.53
98,1,person,"[561.12, 1626.32, 902.31, 2579.7]",0.83
98,2,person,"[1342.44, 1631.74, 1569.73, 2383.15]",0.74
98,3,person,"[217.34, 1576.52, 566.54, 2581.99]",0.86
98,6,person,"[1123.74, 1698.1, 1319.53, 2315.85]",0.77
98,7,person,"[918.83, 1689.4, 1080.78, 2194.28]",0.73
98,103,person,"[18.95, 1525.24, 254.09, 2457.0]",0.8
98,106,person,"[1523.22, 1711.2, 1712.33, 2278.86]",0.72
98,9,backpack,"[1137.82, 1807.5, 1284.73, 2005.36]",0.62
98,85,backpack,"[1413.31, 1784.47, 1566.58, 2012.69]",0.52
98,110,person,"[1060.75, 1656.81, 1180.51, 2033.77]",0.52
99,1,person,"[560.71, 1624.42, 898.04, 2565.72]",0.86
99,2,person,"[1346.19, 1630.72, 1569.54, 2372.85]",0.8
99,3,person,"[216.72, 1570.52, 567.2, 2574.41]",0.86
99,6,person,"[1126.24, 1699.2, 1325.16, 2328.17]",0.76
99,7,person,"[919.04, 1691.41, 1080.98, 2196.82]",0.75
99,103,person,"[10.48, 1525.24, 248.29, 2463.35]",0.74
99,106,person,"[1531.96, 1726.15, 1721.51, 2295.25]",0.71
99,9,backpack,"[1141.64, 1810.5, 1287.28, 2006.67]",0.53
99,85,backpack,"[1425.87, 1803.55, 1561.0, 2002.56]",0.44
99,110,person,"[1062.37, 1656.92, 1181.09, 2029.71]",0.57
100,1,person,"[566.24, 1622.1, 896.92, 2539.45]",0.85
100,2,person,"[1349.73, 1625.6, 1568.9, 2354.74]",0.81
100,3,person,"[213.37, 1567.6, 564.89, 2566.65]",0.84
100,6,person,"[1129.22, 1701.81, 1325.04, 2318.87]",0.76
100,7,person,"[918.92, 1685.62, 1081.42, 2192.79]",0.75
100,103,person,"[4.65, 1529.25, 240.71, 2455.63]",0.76
100,106,person,"[1538.44, 1734.29, 1729.27, 2306.63]",0.7
100,9,backpack,"[1143.89, 1806.72, 1295.04, 2009.5]",0.43
100,85,backpack,"[1418.48, 1778.39, 1567.73, 1999.93]",0.59
100,110,person,"[1064.19, 1655.43, 1183.35, 2028.89]",0.55
101,1,person,"[564.47, 1617.55, 891.47, 2519.56]",0.87
101,2,person,"[1351.84, 1618.57, 1571.07, 2350.24]",0.82
101,3,person,"[215.26, 1565.47, 570.64, 2573.95]",0.81
101,6,person,"[1128.33, 1702.77, 1325.41, 2321.41]",0.75
101,7,person,"[918.85, 1682.27, 1080.6, 2186.87]",0.75
101,103,person,"[5.91, 1539.33, 229.42, 2408.93]",0.72
101,106,person,"[1548.25, 1732.43, 1741.31, 2310.82]",0.79
101,9,backpack,"[1145.29, 1797.33, 1307.27, 2013.37]",0.49
101,85,backpack,"[1415.96, 1763.16, 1570.6, 1994.95]",0.65
101,110,person,"[1062.91, 1655.02, 1183.47, 2032.55]",0.53
102,1,person,"[563.51, 1619.0, 887.87, 2509.4]",0.86
102,2,person,"[1351.77, 1612.08, 1570.55, 2343.84]",0.82
102,3,person,"[222.32, 1558.3, 582.99, 2578.5]",0.83
102,6,person,"[1129.88, 1698.61, 1328.78, 2321.49]",0.75
102,7,person,"[919.48, 1677.27, 1083.91, 2191.62]",0.72
102,103,person,"[4.86, 1542.29, 223.6, 2391.55]",0.68
102,106,person,"[1549.61, 1732.6, 1743.57, 2311.36]",0.78
102,9,backpack,"[1144.2, 1789.42, 1317.27, 2019.28]",0.41
102,85,backpack,"[1411.07, 1748.81, 1571.54, 1990.71]",0.57
102,110,person,"[1061.56, 1652.73, 1184.91, 2038.81]",0.59
103,1,person,"[557.59, 1617.87, 881.0, 2503.07]",0.85
103,2,person,"[1350.01, 1605.54, 1572.53, 2353.53]",0.81
103,3,person,"[224.07, 1554.74, 589.94, 2585.16]",0.84
103,6,person,"[1135.2, 1691.66, 1331.88, 2308.48]",0.75
103,7,person,"[920.25, 1676.03, 1085.33, 2193.63]",0.72
103,103,person,"[0.75, 1550.86, 217.33, 2393.55]",0.69
103,106,person,"[1553.6, 1725.35, 1752.81, 2314.14]",0.8
103,9,backpack,"[1142.76, 1790.82, 1317.96, 2023.27]",0.34
103,85,backpack,"[1411.33, 1742.04, 1573.87, 1989.08]",0.65
103,110,person,"[1061.34, 1652.16, 1184.5, 2037.46]",0.65
104,1,person,"[550.35, 1618.47, 877.48, 2512.82]",0.84
104,2,person,"[1350.19, 1600.55, 1574.45, 2359.33]",0.82
104,3,person,"[228.4, 1555.55, 595.81, 2585.99]",0.84
104,6,person,"[1139.55, 1683.29, 1339.32, 2314.76]",0.75
104,7,person,"[921.76, 1674.21, 1087.98, 2198.26]",0.69
104,103,person,"[0.0, 1596.36, 205.23, 2400.15]",0.63
104,106,person,"[1556.24, 1721.7, 1762.0, 2326.18]",0.78
104,9,backpack,"[1152.88, 1792.49, 1321.62, 2016.14]",0.38
104,85,backpack,"[1410.35, 1738.06, 1574.24, 1988.85]",0.66
104,110,person,"[1060.31, 1650.4, 1183.46, 2036.42]",0.61
105,1,person,"[547.31, 1618.4, 880.69, 2528.01]",0.84
105,2,person,"[1352.34, 1598.89, 1575.26, 2355.08]",0.81
105,3,person,"[229.35, 1560.24, 600.13, 2598.75]",0.83
105,6,person,"[1147.22, 1682.26, 1344.15, 2308.32]",0.77
105,7,person,"[923.35, 1674.07, 1087.31, 2192.23]",0.7
105,103,person,"[0.0, 1602.34, 194.98, 2414.15]",0.53
105,106,person,"[1568.57, 1714.03, 1777.74, 2329.11]",0.79
105,9,backpack,"[1161.84, 1791.98, 1324.35, 2006.72]",0.38
105,85,backpack,"[1411.3, 1739.09, 1574.07, 1989.05]",0.71
105,110,person,"[1061.34, 1649.58, 1183.87, 2033.95]",0.6
106,1,person,"[539.3, 1617.35, 877.45, 2541.03]",0.84
106,2,person,"[1351.38, 1595.76, 1574.53, 2355.64]",0.83
106,3,person,"[225.51, 1569.35, 597.46, 2611.05]",0.85
106,6,person,"[1151.56, 1674.75, 1349.93, 2305.75]",0.79
106,7,person,"[925.1, 1676.13, 1088.98, 2193.75]",0.72
106,103,person,"[0.0, 1599.99, 186.43, 2426.72]",0.26
106,106,person,"[1577.89, 1712.31, 1788.52, 2335.71]",0.79
106,9,backpack,"[1166.46, 1786.61, 1325.97, 1996.89]",0.27
106,85,backpack,"[1407.74, 1733.84, 1573.05, 1989.09]",0.71
106,110,person,"[1062.17, 1647.59, 1183.48, 2026.85]",0.65
107,1,person,"[533.67, 1618.66, 870.39, 2541.0]",0.85
107,2,person,"[1350.14, 1596.44, 1573.78, 2362.38]",0.82
107,3,person,"[223.49, 1574.39, 594.71, 2612.0]",0.85
107,6,person,"[1155.61, 1676.71, 1353.31, 2306.71]",0.75
107,7,person,"[926.19, 1674.43, 1087.86, 2183.7]",0.73
107,106,person,"[1587.14, 1708.79, 1798.19, 2336.85]",0.81
107,9,backpack,"[1168.38, 1776.65, 1329.39, 1989.72]",0.4
107,85,backpack,"[1406.57, 1732.13, 1571.61, 1988.08]",0.8
107,110,person,"[1062.44, 1648.06, 1183.61, 2026.81]",0.61
108,1,person,"[528.11, 1624.47, 868.98, 2563.51]",0.8
108,2,person,"[1349.64, 1601.33, 1572.15, 2366.96]",0.82
108,3,person,"[217.76, 1574.54, 587.92, 2608.89]",0.86
108,6,person,"[1158.22, 1665.77, 1358.25, 2306.49]",0.79
108,7,person,"[928.29, 1674.09, 1090.08, 2181.26]",0.71
108,106,person,"[1597.78, 1711.17, 1810.18, 2346.99]",0.8
108,9,backpack,"[1171.49, 1775.85, 1331.84, 1987.67]",0.27
108,85,backpack,"[1406.24, 1738.68, 1568.33, 1990.54]",0.79
108,110,person,"[1063.19, 1649.17, 1182.71, 2021.63]",0.61
108,122,person,"[61.63, 1619.97, 298.39, 2262.15]",0.47
109,1,person,"[528.85, 1630.29, 866.74, 2564.25]",0.82
109,2,person,"[1346.5, 1608.02, 1568.29, 2372.67]",0.81
109,3,person,"[218.9, 1575.39, 587.41, 2607.7]",0.85
109,6,person,"[1160.33, 1660.29, 1360.24, 2304.51]",0.78
109,7,person,"[929.28, 1677.96, 1088.39, 2172.77]",0.71
109,106,person,"[1609.75, 1714.45, 1828.56, 2369.98]",0.78
109,9,backpack,"[1173.28, 1765.42, 1343.16, 1989.65]",0.3
109,85,backpack,"[1404.71, 1747.23, 1563.9, 1994.02]",0.72
109,110,person,"[1062.99, 1649.49, 1182.24, 2019.72]",0.6
109,122,person,"[54.76, 1625.55, 293.42, 2272.5]",0.56
110,1,person,"[534.01, 1636.86, 864.1, 2551.44]",0.8
110,2,person,"[1345.41, 1610.49, 1567.99, 2380.95]",0.83
110,3,person,"[217.32, 1577.52, 583.77, 2605.66]",0.82
110,6,person,"[1162.82, 1658.52, 1361.83, 2303.19]",0.79
110,7,person,"[928.06, 1677.36, 1092.84, 2187.79]",0.72
110,106,person,"[1622.0, 1720.02, 1843.53, 2384.98]",0.77
110,9,backpack,"[1179.6, 1767.24, 1348.56, 1989.53]",0.36
110,85,backpack,"[1401.81, 1753.4, 1561.34, 2000.48]",0.5
110,110,person,"[1062.32, 1649.35, 1181.26, 2016.18]",0.65
110,122,person,"[34.92, 1631.3, 277.31, 2287.38]",0.49
111,1,person,"[537.86, 1637.99, 862.42, 2539.42]",0.82
111,2,person,"[1343.48, 1616.89, 1565.47, 2388.42]",0.82
111,3,person,"[220.42, 1579.01, 585.94, 2608.79]",0.79
111,6,person,"[1162.25, 1658.91, 1360.85, 2306.66]",0.8
111,7,person,"[926.96, 1677.39, 1094.87, 2196.1]",0.73
111,106,person,"[1640.32, 1728.12, 1871.25, 2415.53]",0.79
111,9,backpack,"[1179.42, 1769.92, 1348.07, 1991.45]",0.29
111,85,backpack,"[1398.29, 1752.12, 1561.04, 2006.11]",0.43
111,110,person,"[1061.56, 1650.78, 1180.13, 2013.94]",0.65
111,122,person,"[24.27, 1623.2, 272.41, 2293.11]",0.5
112,1,person,"[539.23, 1637.96, 860.3, 2531.43]",0.82
112,2,person,"[1340.21, 1620.55, 1562.17, 2392.14]",0.85
112,3,person,"[222.71, 1577.89, 583.68, 2604.46]",0.81
112,6,person,"[1161.58, 1659.89, 1360.5, 2313.85]",0.78
112,7,person,"[927.81, 1677.3, 1095.6, 2192.91]",0.75
112,106,person,"[1657.25, 1732.31, 1898.11, 2439.21]",0.86
112,9,backpack,"[1179.88, 1773.41, 1349.82, 1997.45]",0.28
112,110,person,"[1060.63, 1651.43, 1178.92, 2011.88]",0.63
112,122,person,"[18.73, 1625.1, 268.73, 2297.54]",0.31
113,1,person,"[536.93, 1636.8, 858.67, 2535.07]",0.82
113,2,person,"[1336.74, 1624.81, 1559.41, 2397.22]",0.85
113,3,person,"[227.04, 1572.85, 579.7, 2582.68]",0.87
113,6,person,"[1161.51, 1663.91, 1359.78, 2318.32]",0.81
113,7,person,"[925.71, 1677.75, 1096.53, 2199.9]",0.74
113,106,person,"[1662.31, 1731.73, 1915.56, 2467.28]",0.89
113,110,person,"[1059.47, 1650.84, 1178.75, 2013.1]",0.61
114,1,person,"[533.97, 1633.47, 857.25, 2540.59]",0.81
114,2,person,"[1334.32, 1625.65, 1557.32, 2400.17]",0.81
114,3,person,"[232.96, 1568.8, 576.11, 2557.01]",0.88
114,6,person,"[1162.34, 1666.75, 1358.81, 2320.1]",0.8
114,7,person,"[924.13, 1677.46, 1095.93, 2198.84]",0.74
114,106,person,"[1665.34, 1743.25, 1920.8, 2483.1]",0.84
114,110,person,"[1058.49, 1650.72, 1179.41, 2016.39]",0.62
114,85,backpack,"[1401.82, 1761.66, 1560.34, 2011.69]",0.32
114,122,person,"[0.0, 1620.72, 219.01, 2338.11]",0.36
115,1,person,"[537.3, 1630.43, 850.3, 2509.78]",0.82
115,2,person,"[1333.27, 1624.18, 1555.91, 2394.48]",0.83
115,3,person,"[234.26, 1567.19, 572.94, 2545.67]",0.88
115,6,person,"[1161.74, 1667.94, 1357.28, 2323.35]",0.77
115,7,person,"[921.62, 1677.7, 1096.09, 2205.76]",0.73
115,106,person,"[1670.35, 1741.93, 1932.02, 2502.25]",0.83
115,110,person,"[1058.23, 1651.36, 1179.69, 2017.73]",0.58
115,128,person,"[119.48, 1618.92, 321.62, 2303.91]",0.33
115,85,backpack,"[1381.87, 1755.68, 1544.37, 2013.04]",0.35
115,122,person,"[0.0, 1616.44, 198.86, 2351.59]",0.49
116,1,person,"[538.51, 1626.28, 846.81, 2492.33]",0.85
116,2,person,"[1333.7, 1621.18, 1554.67, 2378.84]",0.81
116,3,person,"[234.51, 1562.26, 573.71, 2543.79]",0.89
116,6,person,"[1161.67, 1666.87, 1357.15, 2329.86]",0.74
116,7,person,"[921.01, 1677.94, 1095.08, 2204.43]",0.73
116,106,person,"[1684.83, 1741.64, 1953.99, 2522.42]",0.79
116,110,person,"[1064.32, 1659.4, 1183.66, 2021.66]",0.56
116,128,person,"[104.03, 1606.3, 325.43, 2357.63]",0.37
116,85,backpack,"[1375.34, 1743.2, 1541.9, 2010.5]",0.46
116,9,backpack,"[1174.6, 1781.09, 1343.61, 2007.67]",0.3
117,1,person,"[538.0, 1621.25, 845.12, 2485.26]",0.86
117,2,person,"[1333.84, 1617.1, 1553.99, 2364.59]",0.83
117,3,person,"[230.07, 1558.59, 569.72, 2539.04]",0.88
117,6,person,"[1162.64, 1674.67, 1354.94, 2333.87]",0.75
117,7,person,"[919.51, 1677.74, 1097.04, 2215.41]",0.74
117,106,person,"[1694.95, 1734.64, 1972.57, 2539.89]",0.8
117,110,person,"[1064.74, 1657.89, 1185.99, 2028.95]",0.55
117,128,person,"[98.6, 1613.89, 318.05, 2358.81]",0.4
117,9,backpack,"[1170.23, 1769.84, 1344.98, 2009.23]",0.26
118,1,person,"[534.57, 1617.7, 845.51, 2496.57]",0.86
118,2,person,"[1331.04, 1611.05, 1552.58, 2354.44]",0.83
118,3,person,"[222.18, 1557.46, 569.23, 2556.96]",0.87
118,6,person,"[1162.83, 1678.7, 1350.96, 2328.45]",0.7
118,7,person,"[920.26, 1677.47, 1097.71, 2214.77]",0.73
118,106,person,"[1710.05, 1725.35, 1994.44, 2552.99]",0.84
118,110,person,"[1064.29, 1652.03, 1186.3, 2025.1]",0.56
118,128,person,"[75.62, 1607.19, 316.81, 2426.78]",0.49
118,9,backpack,"[1163.98, 1758.83, 1347.65, 2017.11]",0.35
119,1,person,"[533.95, 1612.88, 843.79, 2492.06]",0.86
119,2,person,"[1326.28, 1603.32, 1552.91, 2357.65]",0.82
119,3,person,"[220.14, 1557.06, 573.82, 2576.49]",0.86
119,6,person,"[1163.88, 1678.78, 1350.12, 2324.98]",0.72
119,7,person,"[919.72, 1677.8, 1096.42, 2213.5]",0.73
119,106,person,"[1735.88, 1719.8, 2025.67, 2561.47]",0.82
119,110,person,"[1063.26, 1650.86, 1184.55, 2020.63]",0.57
119,128,person,"[65.16, 1603.18, 317.42, 2454.46]",0.61
120,1,person,"[532.13, 1609.1, 841.15, 2489.67]",0.86
120,2,person,"[1322.16, 1595.04, 1552.11, 2355.51]",0.82
120,3,person,"[222.02, 1556.47, 579.87, 2591.37]",0.86
120,6,person,"[1170.14, 1675.13, 1350.47, 2303.29]",0.72
120,7,person,"[918.93, 1678.53, 1095.35, 2212.37]",0.73
120,106,person,"[1763.51, 1712.62, 2057.52, 2566.01]",0.85
120,110,person,"[1062.47, 1647.04, 1185.73, 2020.06]",0.59
120,128,person,"[59.44, 1597.78, 318.69, 2471.33]",0.6
121,1,person,"[526.74, 1607.99, 843.22, 2516.67]",0.86
121,2,person,"[1320.01, 1590.51, 1553.92, 2361.24]",0.83
121,3,person,"[224.01, 1560.15, 582.33, 2597.08]",0.87
121,6,person,"[1172.8, 1666.22, 1352.09, 2295.1]",0.74
121,7,person,"[915.64, 1676.98, 1095.84, 2220.96]",0.74
121,106,person,"[1793.88, 1705.24, 2096.24, 2570.64]",0.85
121,110,person,"[1063.37, 1645.02, 1186.82, 2015.92]",0.62
121,128,person,"[52.73, 1587.03, 318.48, 2486.16]",0.56
122,1,person,"[524.29, 1611.84, 843.6, 2535.11]",0.85
122,2,person,"[1321.26, 1587.92, 1556.13, 2358.44]",0.83
122,3,person,"[229.91, 1562.35, 585.83, 2594.87]",0.87
122,6,person,"[1175.33, 1658.75, 1352.15, 2280.76]",0.79
122,7,person,"[913.76, 1675.35, 1095.78, 2224.9]",0.74
122,106,person,"[1816.23, 1704.19, 2127.93, 2582.83]",0.86
122,110,person,"[1063.93, 1642.9, 1188.43, 2015.16]",0.58
122,128,person,"[69.73, 1605.49, 326.28, 2485.35]",0.57
122,85,backpack,"[1364.16, 1723.02, 1530.45, 1991.3]",0.32
123,1,person,"[523.95, 1611.71, 840.56, 2531.61]",0.86
123,2,person,"[1320.15, 1586.8, 1557.36, 2361.05]",0.82
123,3,person,"[234.18, 1568.2, 586.38, 2591.79]",0.9
123,6,person,"[1173.83, 1652.99, 1354.42, 2291.43]",0.75
123,7,person,"[913.11, 1673.57, 1096.39, 2227.58]",0.72
123,106,person,"[1825.02, 1707.71, 2147.6, 2610.78]",0.87
123,110,person,"[1064.95, 1636.92, 1191.89, 2015.42]",0.56
123,128,person,"[66.13, 1616.28, 320.96, 2497.44]",0.65
123,134,person,"[0.0, 1596.4, 169.6, 2563.38]",0.42
123,85,backpack,"[1360.52, 1720.05, 1525.73, 1988.13]",0.47
123,9,backpack,"[1182.95, 1740.91, 1352.48, 1983.45]",0.47
124,1,person,"[527.52, 1613.05, 837.0, 2512.5]",0.85
124,2,person,"[1322.74, 1587.1, 1560.72, 2360.91]",0.84
124,3,person,"[231.86, 1572.3, 589.39, 2616.74]",0.89
124,6,person,"[1174.61, 1647.84, 1358.53, 2299.87]",0.78
124,7,person,"[914.25, 1672.49, 1096.0, 2221.67]",0.73
124,106,person,"[1826.84, 1704.58, 2160.0, 2657.0]",0.87
124,110,person,"[1064.93, 1635.3, 1193.23, 2018.1]",0.55
124,128,person,"[63.62, 1621.56, 313.44, 2494.19]",0.58
124,134,person,"[0.0, 1576.47, 158.6, 2573.64]",0.32
124,85,backpack,"[1362.88, 1717.6, 1527.28, 1986.35]",0.49
124,9,backpack,"[1185.31, 1736.26, 1353.78, 1977.45]",0.42
125,1,person,"[530.02, 1616.22, 838.25, 2510.5]",0.86
125,2,person,"[1324.3, 1589.8, 1564.5, 2370.97]",0.82
125,3,person,"[233.62, 1574.35, 585.96, 2607.55]",0.89
125,6,person,"[1177.24, 1647.34, 1361.59, 2300.3]",0.77
125,7,person,"[912.89, 1671.14, 1097.6, 2231.66]",0.71
125,106,person,"[1826.89, 1705.64, 2160.0, 2726.46]",0.88
125,110,person,"[1066.26, 1635.57, 1194.8, 2020.14]",0.5
125,128,person,"[16.6, 1600.73, 292.8, 2570.04]",0.56
125,85,backpack,"[1365.28, 1720.24, 1529.19, 1988.17]",0.43
125,9,backpack,"[1191.69, 1739.27, 1356.24, 1975.21]",0.34
126,1,person,"[533.69, 1620.44, 835.93, 2490.89]",0.88
126,2,person,"[1324.06, 1592.79, 1567.0, 2383.23]",0.84
126,3,person,"[227.07, 1572.75, 579.48, 2609.73]",0.87
126,6,person,"[1178.82, 1649.24, 1363.62, 2302.62]",0.75
126,7,person,"[914.97, 1670.5, 1098.05, 2228.63]",0.7
126,106,person,"[1830.29, 1706.88, 2160.0, 2768.61]",0.84
126,110,person,"[1066.93, 1637.32, 1194.21, 2018.72]",0.56
126,128,person,"[0.0, 1591.17, 275.64, 2572.69]",0.7
126,85,backpack,"[1376.59, 1724.63, 1539.09, 1990.7]",0.49
126,9,backpack,"[1184.93, 1702.72, 1373.1, 1978.33]",0.49
127,1,person,"[533.55, 1623.66, 834.62, 2482.93]",0.87
127,2,person,"[1325.22, 1597.12, 1569.49, 2391.08]",0.85
127,3,person,"[221.06, 1571.48, 573.87, 2615.58]",0.87
127,6,person,"[1182.73, 1657.33, 1366.01, 2307.93]",0.76
127,7,person,"[918.39, 1671.93, 1100.98, 2232.61]",0.72
127,106,person,"[1838.3, 1712.54, 2160.0, 2783.31]",0.79
127,110,person,"[1069.65, 1638.43, 1194.28, 2011.24]",0.53
127,128,person,"[0.0, 1603.56, 259.18, 2540.8]",0.66
127,85,backpack,"[1383.36, 1727.51, 1549.5, 1999.35]",0.37
127,9,backpack,"[1195.83, 1726.88, 1367.74, 1978.3]",0.37
128,1,person,"[524.3, 1623.9, 838.63, 2520.29]",0.84
128,2,person,"[1328.91, 1601.47, 1573.79, 2399.38]",0.84
128,3,person,"[214.86, 1569.86, 572.48, 2637.62]",0.86
128,6,person,"[1187.78, 1662.96, 1370.79, 2311.67]",0.78
128,7,person,"[917.45, 1671.04, 1101.1, 2237.54]",0.76
128,106,person,"[1853.5, 1737.14, 2160.0, 2789.92]",0.8
128,110,person,"[1070.31, 1638.62, 1195.68, 2013.7]",0.57
128,128,person,"[0.0, 1623.34, 247.69, 2534.37]",0.62
128,85,backpack,"[1388.02, 1721.32, 1557.3, 1999.48]",0.37
129,1,person,"[521.32, 1624.01, 838.17, 2525.88]",0.84
129,2,person,"[1333.07, 1608.25, 1576.86, 2402.56]",0.81
129,3,person,"[209.1, 1567.11, 567.57, 2642.57]",0.84
129,6,person,"[1192.88, 1667.58, 1374.26, 2307.72]",0.72
129,7,person,"[916.4, 1672.44, 1099.55, 2238.02]",0.75
129,106,person,"[1871.95, 1760.11, 2160.0, 2758.2]",0.71
129,110,person,"[1070.24, 1640.32, 1196.35, 2017.83]",0.53
