frame,person_id,class,bbox,confidence
239,110,person,"[1207.99, 1677.58, 1345.08, 2099.83]",0.69
239,146,person,"[733.09, 1686.43, 895.71, 2188.56]",0.52
239,244,person,"[2005.61, 1624.4, 2142.12, 2329.75]",0.77
239,255,backpack,"[1627.61, 1743.25, 1787.31, 2065.64]",0.32
239,256,person,"[1330.49, 1698.42, 1448.07, 2036.84]",0.43
239,265,skateboard,"[1885.8, 2233.25, 2160.0, 2462.07]",0.41
240,1,person,"[368.09, 1653.59, 664.38, 2462.07]",0.86
240,2,person,"[1637.94, 1600.84, 1950.2, 2520.59]",0.83
240,3,person,"[59.78, 1603.78, 394.24, 2512.21]",0.85
240,6,person,"[1389.61, 1677.25, 1655.21, 2665.27]",0.84
240,7,person,"[823.6, 1700.22, 1105.16, 2682.82]",0.85
240,110,person,"[1206.31, 1671.92, 1341.08, 2086.85]",0.67
240,146,person,"[741.5, 1687.24, 884.5, 2127.58]",0.46
240,244,person,"[1991.07, 1619.22, 2133.31, 2319.99]",0.73
240,255,backpack,"[1638.9, 1745.39, 1798.6, 2066.48]",0.36
240,256,person,"[1334.46, 1701.98, 1444.11, 2017.72]",0.48
241,1,person,"[370.55, 1654.25, 662.1, 2452.79]",0.85
241,2,person,"[1644.85, 1599.21, 1958.85, 2527.13]",0.8
241,3,person,"[60.07, 1608.06, 395.29, 2519.11]",0.86
241,6,person,"[1396.88, 1677.06, 1669.24, 2687.15]",0.83
241,7,person,"[815.46, 1694.07, 1109.51, 2697.72]",0.85
241,110,person,"[1208.5, 1671.75, 1335.7, 2060.39]",0.7
241,146,person,"[726.99, 1685.47, 898.5, 2230.11]",0.31
241,244,person,"[1972.9, 1622.84, 2121.67, 2309.13]",0.75
241,255,backpack,"[1651.84, 1748.82, 1814.17, 2072.12]",0.29
241,256,person,"[1330.97, 1702.65, 1445.49, 2034.38]",0.59
242,1,person,"[371.8, 1652.88, 662.86, 2454.27]",0.86
242,2,person,"[1654.92, 1601.03, 1968.81, 2527.68]",0.78
242,3,person,"[61.07, 1609.23, 395.59, 2521.75]",0.86
242,6,person,"[1402.81, 1675.44, 1678.7, 2696.18]",0.83
242,7,person,"[802.07, 1686.87, 1108.7, 2714.79]",0.85
242,110,person,"[1207.94, 1669.49, 1332.22, 2045.85]",0.71
242,244,person,"[1962.44, 1621.67, 2119.94, 2309.17]",0.77
242,255,backpack,"[1660.21, 1754.65, 1822.34, 2075.9]",0.5
242,256,person,"[1328.83, 1704.3, 1445.29, 2043.44]",0.64
242,270,backpack,"[1386.05, 1802.03, 1657.4, 2191.13]",0.52
243,1,person,"[374.6, 1650.76, 661.26, 2444.42]",0.85
243,2,person,"[1659.36, 1598.22, 1974.56, 2528.12]",0.75
243,3,person,"[58.0, 1608.02, 390.91, 2519.07]",0.86
243,6,person,"[1411.13, 1672.48, 1689.9, 2703.71]",0.83
243,7,person,"[788.47, 1682.25, 1106.62, 2732.15]",0.87
243,110,person,"[1205.43, 1667.74, 1332.48, 2051.65]",0.71
243,244,person,"[1958.56, 1621.87, 2121.77, 2300.58]",0.81
243,255,backpack,"[1670.15, 1744.94, 1840.25, 2079.76]",0.51
243,256,person,"[1329.8, 1702.62, 1445.26, 2038.81]",0.66
243,270,backpack,"[1397.91, 1796.81, 1680.14, 2201.56]",0.44
243,271,clock,"[1057.14, 510.0, 1302.83, 766.64]",0.44
243,272,person,"[747.75, 1686.53, 873.78, 1898.43]",0.47
244,1,person,"[373.09, 1647.87, 656.64, 2435.77]",0.87
244,2,person,"[1665.12, 1601.84, 1982.73, 2539.75]",0.78
244,3,person,"[58.74, 1603.12, 389.65, 2514.92]",0.83
244,6,person,"[1413.68, 1672.8, 1697.37, 2720.49]",0.86
244,7,person,"[773.38, 1677.11, 1104.59, 2758.69]",0.87
244,110,person,"[1203.37, 1673.31, 1332.83, 2064.39]",0.74
244,244,person,"[1955.43, 1623.47, 2124.94, 2299.73]",0.77
244,255,backpack,"[1673.41, 1750.6, 1841.53, 2079.44]",0.52
244,256,person,"[1327.49, 1701.79, 1444.36, 2043.93]",0.71
244,271,clock,"[1057.3, 506.27, 1302.95, 762.76]",0.42
244,272,person,"[745.65, 1688.7, 870.53, 1898.6]",0.48
245,1,person,"[367.62, 1643.63, 653.01, 2438.72]",0.86
245,2,person,"[1665.71, 1601.67, 1987.05, 2553.71]",0.78
245,3,person,"[62.42, 1601.21, 389.19, 2510.5]",0.82
245,6,person,"[1422.67, 1666.73, 1712.23, 2733.98]",0.81
245,7,person,"[757.55, 1670.85, 1106.15, 2803.3]",0.86
245,110,person,"[1202.05, 1675.74, 1333.77, 2073.82]",0.75
245,244,person,"[1954.77, 1628.12, 2127.97, 2293.79]",0.7
245,255,backpack,"[1684.38, 1746.84, 1855.15, 2079.26]",0.56
245,256,person,"[1326.3, 1701.51, 1442.61, 2043.41]",0.69
245,272,person,"[741.99, 1687.83, 862.61, 1890.85]",0.43
245,242,person,"[21.93, 1679.55, 126.77, 2262.31]",0.45
245,270,backpack,"[1433.06, 1829.24, 1696.37, 2205.36]",0.37
246,1,person,"[364.34, 1642.88, 651.58, 2443.84]",0.85
246,2,person,"[1675.38, 1598.28, 2001.4, 2570.39]",0.77
246,3,person,"[65.16, 1601.09, 387.04, 2508.52]",0.83
246,6,person,"[1430.49, 1661.31, 1724.15, 2740.39]",0.81
246,7,person,"[742.35, 1664.54, 1109.24, 2853.62]",0.87
246,110,person,"[1199.95, 1675.04, 1334.3, 2081.79]",0.75
246,244,person,"[1959.21, 1630.69, 2132.64, 2277.1]",0.73
246,255,backpack,"[1692.45, 1746.58, 1864.4, 2079.09]",0.56
246,256,person,"[1328.28, 1700.19, 1442.62, 2036.07]",0.66
246,242,person,"[12.14, 1707.07, 113.85, 2251.26]",0.59
246,270,backpack,"[1440.3, 1829.62, 1705.74, 2208.11]",0.31
247,1,person,"[361.0, 1641.85, 649.36, 2442.63]",0.83
247,2,person,"[1684.11, 1596.24, 2012.0, 2576.31]",0.81
247,3,person,"[66.2, 1601.15, 382.21, 2502.91]",0.85
247,6,person,"[1437.74, 1656.43, 1735.26, 2747.47]",0.8
247,7,person,"[731.2, 1665.82, 1113.74, 2904.11]",0.87
247,110,person,"[1198.24, 1673.58, 1333.26, 2082.22]",0.74
247,244,person,"[1978.15, 1633.26, 2146.56, 2256.56]",0.75
247,255,backpack,"[1699.29, 1750.39, 1871.86, 2082.02]",0.54
247,256,person,"[1328.53, 1699.15, 1442.55, 2033.68]",0.66
247,242,person,"[7.75, 1708.59, 113.68, 2261.89]",0.61
247,270,backpack,"[1455.66, 1830.25, 1718.33, 2201.82]",0.4
247,271,clock,"[1056.11, 487.06, 1303.05, 744.43]",0.36
248,1,person,"[355.76, 1642.62, 647.82, 2448.95]",0.82
248,2,person,"[1685.04, 1591.37, 2016.5, 2582.83]",0.84
248,3,person,"[62.86, 1599.72, 372.64, 2492.0]",0.85
248,6,person,"[1445.79, 1662.39, 1742.8, 2748.47]",0.83
248,7,person,"[720.85, 1664.55, 1119.77, 2953.55]",0.88
248,110,person,"[1195.27, 1671.41, 1332.6, 2086.16]",0.7
248,244,person,"[1983.94, 1633.22, 2152.14, 2251.84]",0.73
248,255,backpack,"[1704.19, 1748.86, 1880.11, 2083.97]",0.49
248,256,person,"[1330.08, 1700.9, 1441.21, 2024.88]",0.67
248,242,person,"[0.59, 1700.58, 106.05, 2256.42]",0.58
249,1,person,"[354.63, 1642.44, 644.38, 2435.27]",0.84
249,2,person,"[1693.03, 1592.21, 2024.8, 2584.65]",0.85
249,3,person,"[60.46, 1594.98, 362.43, 2471.28]",0.87
249,6,person,"[1456.28, 1663.79, 1752.18, 2744.04]",0.8
249,7,person,"[709.78, 1667.7, 1126.65, 3011.13]",0.88
249,110,person,"[1192.4, 1672.02, 1328.78, 2080.98]",0.71
249,244,person,"[1983.83, 1629.64, 2153.89, 2250.92]",0.77
249,255,backpack,"[1712.03, 1746.21, 1893.94, 2090.25]",0.38
249,256,person,"[1331.61, 1702.86, 1441.8, 2023.14]",0.68
249,242,person,"[0.0, 1701.06, 101.25, 2257.27]",0.4
250,1,person,"[348.35, 1645.29, 638.0, 2431.79]",0.82
250,2,person,"[1700.01, 1596.77, 2030.92, 2585.73]",0.86
250,3,person,"[56.24, 1590.23, 352.35, 2454.93]",0.88
250,6,person,"[1464.0, 1662.01, 1763.82, 2757.62]",0.77
250,7,person,"[703.63, 1673.19, 1131.53, 3041.55]",0.88
250,110,person,"[1189.9, 1673.14, 1326.54, 2079.37]",0.73
250,244,person,"[1981.68, 1628.71, 2156.13, 2263.84]",0.72
250,255,backpack,"[1719.86, 1740.93, 1910.77, 2097.07]",0.35
250,256,person,"[1332.41, 1704.58, 1441.68, 2021.39]",0.7
250,271,clock,"[1046.19, 462.43, 1305.34, 732.57]",0.49
251,1,person,"[340.92, 1652.44, 628.56, 2427.51]",0.85
251,2,person,"[1705.71, 1599.68, 2036.32, 2585.27]",0.85
251,3,person,"[50.48, 1589.14, 344.3, 2450.91]",0.89
251,6,person,"[1475.18, 1655.5, 1777.76, 2758.74]",0.75
251,7,person,"[696.05, 1671.07, 1138.13, 3067.81]",0.88
251,110,person,"[1186.98, 1676.17, 1324.72, 2078.96]",0.75
251,244,person,"[1973.47, 1625.2, 2159.84, 2304.97]",0.67
251,255,backpack,"[1729.53, 1742.5, 1926.35, 2104.78]",0.32
251,256,person,"[1332.35, 1705.66, 1440.88, 2019.0]",0.71
251,271,clock,"[1045.08, 458.32, 1303.97, 727.58]",0.35
252,1,person,"[327.54, 1652.84, 622.96, 2448.21]",0.83
252,2,person,"[1713.47, 1599.32, 2044.15, 2583.9]",0.86
252,3,person,"[44.84, 1589.39, 339.3, 2456.63]",0.9
252,6,person,"[1484.11, 1657.28, 1778.28, 2718.51]",0.74
252,7,person,"[686.29, 1672.82, 1151.34, 3121.81]",0.9
252,110,person,"[1183.81, 1678.24, 1323.79, 2080.65]",0.78
252,244,person,"[1971.9, 1623.73, 2160.0, 2320.19]",0.65
252,255,backpack,"[1743.46, 1750.48, 1940.66, 2110.06]",0.29
252,256,person,"[1330.19, 1706.65, 1438.68, 2017.65]",0.7
253,1,person,"[321.06, 1656.74, 616.39, 2451.23]",0.82
253,2,person,"[1725.24, 1598.35, 2056.85, 2582.69]",0.79
253,3,person,"[38.86, 1591.12, 334.07, 2461.55]",0.88
253,6,person,"[1488.78, 1660.36, 1786.39, 2723.9]",0.76
253,7,person,"[669.79, 1681.41, 1157.76, 3177.98]",0.92
253,110,person,"[1178.0, 1677.51, 1319.32, 2080.09]",0.72
253,244,person,"[1971.94, 1622.67, 2160.0, 2316.57]",0.56
253,255,backpack,"[1755.43, 1754.13, 1955.86, 2115.6]",0.34
253,256,person,"[1330.1, 1707.67, 1438.84, 2017.45]",0.69
253,271,clock,"[1045.19, 452.33, 1303.7, 720.35]",0.65
254,1,person,"[308.48, 1659.97, 605.16, 2461.93]",0.83
254,2,person,"[1737.0, 1598.44, 2073.83, 2596.27]",0.83
254,3,person,"[33.97, 1590.77, 329.64, 2462.34]",0.85
254,6,person,"[1489.69, 1661.41, 1798.17, 2760.25]",0.81
254,7,person,"[658.13, 1683.26, 1171.64, 3233.39]",0.92
254,110,person,"[1172.7, 1678.59, 1315.5, 2081.89]",0.69
254,244,person,"[1967.48, 1622.71, 2152.3, 2305.53]",0.47
254,255,backpack,"[1763.52, 1759.39, 1967.15, 2121.57]",0.29
254,256,person,"[1330.73, 1707.95, 1439.8, 2018.67]",0.66
254,271,clock,"[1042.17, 450.05, 1300.43, 716.85]",0.39
255,1,person,"[298.88, 1658.31, 594.98, 2464.02]",0.85
255,2,person,"[1748.85, 1598.85, 2085.73, 2596.05]",0.82
255,3,person,"[20.0, 1591.51, 320.74, 2474.84]",0.84
255,6,person,"[1495.8, 1664.05, 1807.82, 2770.9]",0.84
255,7,person,"[642.15, 1682.44, 1179.95, 3274.65]",0.91
255,110,person,"[1166.2, 1680.29, 1311.63, 2089.06]",0.67
255,244,person,"[1959.88, 1623.07, 2139.09, 2284.05]",0.29
255,255,backpack,"[1780.35, 1761.07, 1987.06, 2125.45]",0.35
255,256,person,"[1327.95, 1705.6, 1439.85, 2021.67]",0.68
256,1,person,"[292.31, 1658.95, 587.65, 2466.67]",0.87
256,2,person,"[1759.28, 1596.39, 2090.98, 2579.87]",0.82
256,3,person,"[6.48, 1592.68, 313.56, 2493.73]",0.85
256,6,person,"[1502.76, 1660.24, 1817.89, 2768.37]",0.83
256,7,person,"[620.5, 1679.0, 1179.52, 3300.28]",0.91
256,110,person,"[1156.43, 1682.3, 1302.72, 2090.7]",0.69
256,256,person,"[1328.59, 1703.93, 1442.02, 2023.21]",0.68
256,285,backpack,"[1498.3, 1855.37, 1704.41, 2202.0]",0.39
257,1,person,"[285.77, 1657.88, 572.36, 2444.82]",0.86
257,2,person,"[1771.97, 1595.56, 2103.98, 2581.42]",0.83
257,3,person,"[1.18, 1597.88, 309.74, 2504.8]",0.85
257,6,person,"[1511.4, 1660.2, 1831.49, 2774.3]",0.85
257,7,person,"[601.74, 1669.84, 1184.95, 3331.24]",0.9
257,110,person,"[1149.48, 1681.89, 1296.9, 2092.27]",0.71
257,256,person,"[1329.63, 1703.4, 1443.68, 2023.68]",0.63
257,285,backpack,"[1500.21, 1854.15, 1708.61, 2205.04]",0.4
258,1,person,"[275.11, 1656.27, 560.87, 2446.34]",0.85
258,2,person,"[1777.61, 1591.93, 2113.46, 2593.62]",0.85
258,3,person,"[0.11, 1604.78, 308.63, 2513.16]",0.84
258,6,person,"[1527.48, 1661.65, 1851.19, 2773.46]",0.85
258,7,person,"[566.72, 1658.4, 1178.98, 3362.94]",0.9
258,110,person,"[1144.28, 1680.72, 1294.46, 2098.93]",0.68
258,256,person,"[1329.07, 1704.36, 1444.79, 2026.96]",0.64
258,285,backpack,"[1512.85, 1846.98, 1726.9, 2207.35]",0.3
259,1,person,"[263.6, 1653.7, 547.31, 2442.87]",0.85
259,2,person,"[1786.8, 1589.16, 2126.63, 2609.2]",0.84
259,3,person,"[0.0, 1613.91, 303.62, 2514.91]",0.83
259,6,person,"[1543.44, 1661.04, 1871.47, 2770.36]",0.84
259,7,person,"[534.62, 1647.48, 1174.15, 3392.94]",0.91
259,110,person,"[1140.46, 1676.49, 1289.38, 2089.33]",0.75
259,256,person,"[1330.87, 1706.05, 1446.69, 2027.22]",0.58
259,285,backpack,"[1522.05, 1849.92, 1735.69, 2209.42]",0.31
259,291,person,"[1255.42, 1700.21, 1338.1, 2001.04]",0.55
260,1,person,"[252.39, 1654.05, 537.51, 2452.5]",0.85
260,2,person,"[1795.45, 1586.79, 2134.4, 2607.77]",0.87
260,3,person,"[0.0, 1617.37, 298.44, 2514.15]",0.84
260,6,person,"[1551.5, 1655.12, 1886.26, 2773.01]",0.85
260,7,person,"[496.15, 1627.65, 1165.89, 3421.9]",0.91
260,110,person,"[1135.58, 1672.73, 1284.69, 2083.97]",0.75
260,256,person,"[1330.11, 1702.41, 1447.15, 2025.73]",0.61
260,285,backpack,"[1533.93, 1849.03, 1750.51, 2212.96]",0.31
260,291,person,"[1253.62, 1699.46, 1337.45, 2004.59]",0.6
260,255,backpack,"[1848.47, 1769.99, 2050.83, 2124.51]",0.33
261,1,person,"[243.21, 1650.79, 529.6, 2462.45]",0.84
261,2,person,"[1807.83, 1582.38, 2146.51, 2605.01]",0.84
261,3,person,"[0.0, 1620.55, 291.82, 2515.61]",0.85
261,6,person,"[1560.09, 1652.3, 1903.03, 2779.88]",0.84
261,7,person,"[454.91, 1611.93, 1150.73, 3453.41]",0.89
261,110,person,"[1130.75, 1668.75, 1280.69, 2082.08]",0.71
261,256,person,"[1330.2, 1705.14, 1446.38, 2023.93]",0.59
261,285,backpack,"[1554.97, 1847.34, 1775.1, 2214.5]",0.27
261,291,person,"[1252.63, 1698.51, 1336.17, 2002.64]",0.58
261,255,backpack,"[1856.39, 1764.89, 2064.43, 2122.35]",0.28
262,1,person,"[234.59, 1648.17, 519.26, 2466.03]",0.82
262,2,person,"[1820.58, 1577.26, 2155.94, 2589.75]",0.82
262,3,person,"[0.0, 1617.67, 286.57, 2509.15]",0.85
262,6,person,"[1566.13, 1651.89, 1916.85, 2792.74]",0.83
262,7,person,"[412.65, 1604.81, 1123.45, 3473.25]",0.91
262,110,person,"[1126.05, 1666.33, 1277.23, 2083.26]",0.71
262,256,person,"[1329.86, 1705.5, 1445.82, 2021.39]",0.61
262,285,backpack,"[1569.07, 1851.21, 1792.1, 2219.82]",0.35
262,291,person,"[1250.85, 1699.1, 1335.06, 2005.44]",0.63
262,255,backpack,"[1861.18, 1762.29, 2071.9, 2119.37]",0.28
262,292,person,"[734.32, 1692.29, 859.56, 1909.37]",0.46
263,1,person,"[231.52, 1646.52, 515.34, 2466.69]",0.75
263,2,person,"[1826.72, 1573.01, 2156.6, 2574.57]",0.76
263,3,person,"[0.0, 1614.04, 283.34, 2507.0]",0.84
263,6,person,"[1576.41, 1657.43, 1930.43, 2799.3]",0.83
263,7,person,"[355.52, 1604.3, 1080.8, 3518.71]",0.91
263,110,person,"[1121.63, 1668.66, 1273.57, 2088.76]",0.7
263,256,person,"[1329.83, 1703.05, 1445.91, 2017.48]",0.63
263,285,backpack,"[1585.48, 1851.02, 1812.11, 2222.49]",0.34
263,291,person,"[1249.45, 1698.76, 1334.85, 2009.23]",0.68
263,255,backpack,"[1884.48, 1761.19, 2092.82, 2117.82]",0.26
263,292,person,"[717.23, 1685.54, 858.4, 1930.5]",0.48
264,1,person,"[221.44, 1645.93, 499.51, 2460.6]",0.74
264,2,person,"[1840.22, 1568.29, 2160.0, 2558.32]",0.77
264,3,person,"[0.0, 1609.61, 282.32, 2503.63]",0.84
264,6,person,"[1582.88, 1656.49, 1943.69, 2814.0]",0.84
264,7,person,"[295.07, 1600.93, 1043.03, 3608.87]",0.91
264,110,person,"[1120.43, 1667.27, 1271.96, 2087.8]",0.76
264,256,person,"[1329.66, 1699.41, 1446.43, 2014.56]",0.64
264,291,person,"[1247.17, 1696.93, 1333.91, 2012.59]",0.71
264,292,person,"[699.08, 1681.92, 857.07, 1956.22]",0.54
265,1,person,"[215.42, 1635.79, 490.44, 2454.9]",0.68
265,2,person,"[1853.13, 1566.57, 2160.0, 2565.97]",0.82
265,3,person,"[0.0, 1603.66, 284.19, 2500.25]",0.84
265,6,person,"[1598.48, 1657.23, 1964.25, 2824.45]",0.85
265,7,person,"[230.19, 1588.41, 1019.08, 3751.05]",0.9
265,110,person,"[1118.0, 1661.29, 1268.72, 2081.85]",0.72
265,256,person,"[1331.67, 1699.14, 1448.47, 2013.1]",0.62
265,291,person,"[1246.19, 1695.6, 1333.61, 2013.7]",0.71
265,292,person,"[685.41, 1670.42, 861.95, 1979.06]",0.63
265,285,backpack,"[1611.23, 1846.6, 1846.38, 2225.31]",0.29
266,2,person,"[1859.41, 1562.01, 2160.0, 2604.54]",0.81
266,3,person,"[0.0, 1601.61, 283.08, 2480.67]",0.87
266,6,person,"[1609.52, 1661.21, 1980.27, 2835.59]",0.84
266,7,person,"[175.65, 1580.93, 980.87, 3824.59]",0.9
266,110,person,"[1116.52, 1659.13, 1266.29, 2078.86]",0.74
266,256,person,"[1332.59, 1699.86, 1448.97, 2011.4]",0.59
266,291,person,"[1244.66, 1693.44, 1335.48, 2024.84]",0.72
266,292,person,"[675.62, 1665.46, 863.16, 1996.36]",0.69
266,297,bench,"[839.12, 1903.33, 1106.23, 2145.84]",0.4
266,285,backpack,"[1628.62, 1849.22, 1871.52, 2230.99]",0.4
267,2,person,"[1861.75, 1554.7, 2160.0, 2630.83]",0.73
267,3,person,"[0.0, 1599.78, 279.01, 2458.38]",0.85
267,6,person,"[1631.13, 1653.45, 2007.55, 2839.41]",0.84
267,7,person,"[131.59, 1569.03, 939.7, 3840.0]",0.9
267,110,person,"[1113.59, 1657.9, 1264.73, 2081.87]",0.75
267,256,person,"[1331.04, 1695.05, 1449.19, 2011.32]",0.66
267,291,person,"[1244.91, 1692.79, 1334.67, 2020.44]",0.72
267,292,person,"[669.45, 1671.37, 869.44, 2029.42]",0.7
267,297,bench,"[837.67, 1897.96, 1112.71, 2148.09]",0.38
267,285,backpack,"[1639.41, 1843.9, 1894.73, 2239.41]",0.39
268,2,person,"[1865.67, 1564.5, 2160.0, 2653.31]",0.65
268,3,person,"[0.0, 1627.86, 258.23, 2449.21]",0.37
268,6,person,"[1661.58, 1641.45, 2045.88, 2840.41]",0.78
268,7,person,"[58.29, 1564.41, 866.53, 3840.0]",0.91
268,110,person,"[1113.08, 1657.33, 1263.65, 2080.56]",0.76
268,256,person,"[1328.1, 1690.1, 1448.84, 2012.83]",0.7
268,291,person,"[1245.49, 1692.64, 1334.35, 2016.79]",0.72
268,292,person,"[662.36, 1670.19, 878.17, 2065.08]",0.7
268,297,bench,"[832.38, 1898.25, 1112.79, 2153.85]",0.36
269,2,person,"[1872.67, 1568.67, 2160.0, 2662.63]",0.51
269,6,person,"[1675.38, 1644.97, 2063.62, 2842.66]",0.8
269,7,person,"[15.27, 1563.29, 827.88, 3840.0]",0.94
269,110,person,"[1112.93, 1657.93, 1263.1, 2081.48]",0.77
269,256,person,"[1327.92, 1691.6, 1449.07, 2014.19]",0.69
269,291,person,"[1246.06, 1694.28, 1332.99, 2010.85]",0.7
269,292,person,"[675.11, 1675.69, 876.75, 2052.56]",0.56
269,297,bench,"[832.53, 1902.39, 1109.21, 2155.05]",0.4
269,301,backpack,"[1704.15, 1765.64, 2056.18, 2247.98]",0.4
269,191,person,"[605.29, 1715.41, 808.91, 2292.34]",0.52
270,6,person,"[1692.84, 1643.36, 2086.03, 2835.3]",0.8
270,7,person,"[0.0, 1563.52, 807.69, 3840.0]",0.94
270,110,person,"[1111.65, 1658.71, 1261.97, 2084.33]",0.75
270,256,person,"[1326.93, 1694.24, 1446.85, 2014.66]",0.67
270,291,person,"[1246.16, 1696.6, 1332.19, 2008.9]",0.68
270,292,person,"[684.58, 1685.59, 869.89, 2039.89]",0.52
270,297,bench,"[831.65, 1908.08, 1105.09, 2158.31]",0.5
270,301,backpack,"[1729.29, 1817.31, 2044.82, 2249.59]",0.38
270,302,person,"[449.98, 1660.03, 612.03, 2046.06]",0.67
270,191,person,"[590.17, 1710.63, 824.99, 2381.84]",0.74
270,271,clock,"[1006.79, 340.79, 1286.98, 628.79]",0.28
271,6,person,"[1706.91, 1647.8, 2104.37, 2833.96]",0.82
271,7,person,"[0.0, 1569.0, 796.24, 3840.0]",0.93
271,110,person,"[1110.16, 1659.86, 1258.58, 2081.22]",0.74
271,256,person,"[1324.7, 1697.78, 1442.46, 2014.81]",0.62
271,291,person,"[1244.64, 1697.17, 1330.58, 2008.53]",0.67
271,297,bench,"[825.85, 1908.89, 1100.62, 2160.97]",0.49
271,301,backpack,"[1739.51, 1850.62, 2037.96, 2258.39]",0.49
271,302,person,"[429.74, 1657.94, 622.8, 2118.73]",0.79
271,191,person,"[585.56, 1703.79, 837.72, 2430.96]",0.82
271,271,clock,"[1004.07, 332.71, 1289.22, 624.55]",0.44
272,6,person,"[1716.74, 1651.26, 2122.73, 2848.53]",0.81
272,7,person,"[0.0, 1594.82, 781.78, 3840.0]",0.92
272,110,person,"[1107.68, 1660.53, 1255.9, 2082.16]",0.75
272,256,person,"[1324.95, 1695.98, 1442.35, 2014.53]",0.66
272,291,person,"[1243.46, 1699.39, 1330.8, 2014.89]",0.68
272,297,bench,"[821.17, 1906.99, 1101.04, 2164.22]",0.39
272,301,backpack,"[1726.99, 1844.34, 2037.2, 2266.26]",0.45
272,302,person,"[416.93, 1662.09, 628.69, 2169.25]",0.79
272,191,person,"[585.42, 1698.9, 848.37, 2462.81]",0.84
272,271,clock,"[999.54, 326.49, 1287.36, 621.5]",0.5
272,1,person,"[250.07, 1663.21, 430.1, 2162.98]",0.79
273,6,person,"[1725.14, 1649.94, 2139.99, 2864.27]",0.83
273,7,person,"[0.0, 1643.05, 769.21, 3840.0]",0.9
273,110,person,"[1107.42, 1661.73, 1255.54, 2083.79]",0.73
273,256,person,"[1323.83, 1696.7, 1438.64, 2011.28]",0.68
273,291,person,"[1244.04, 1699.73, 1332.09, 2016.49]",0.7
273,297,bench,"[817.08, 1902.13, 1100.3, 2163.0]",0.28
273,301,backpack,"[1767.64, 1816.3, 2100.19, 2267.91]",0.44
273,302,person,"[410.32, 1664.53, 632.08, 2198.42]",0.78
273,191,person,"[591.4, 1696.24, 858.57, 2477.76]",0.86
273,271,clock,"[996.1, 320.72, 1285.08, 617.26]",0.33
273,1,person,"[242.29, 1664.45, 442.3, 2200.33]",0.82
273,3,person,"[30.88, 1605.73, 209.45, 2134.67]",0.58
274,6,person,"[1730.03, 1647.35, 2152.88, 2879.2]",0.85
274,7,person,"[26.26, 1937.87, 718.91, 3840.0]",0.89
274,110,person,"[1105.59, 1662.49, 1253.49, 2084.9]",0.75
274,256,person,"[1322.6, 1698.54, 1435.56, 2012.36]",0.67
274,291,person,"[1242.24, 1697.84, 1331.48, 2018.3]",0.7
274,297,bench,"[810.94, 1899.55, 1102.06, 2168.73]",0.3
274,301,backpack,"[1789.37, 1814.89, 2136.94, 2284.95]",0.39
274,302,person,"[407.02, 1667.0, 628.5, 2204.13]",0.76
274,191,person,"[601.65, 1694.75, 869.15, 2484.79]",0.84
274,1,person,"[229.69, 1665.27, 455.95, 2268.32]",0.83
274,3,person,"[18.92, 1606.86, 220.09, 2192.29]",0.82
275,6,person,"[1734.07, 1648.42, 2160.0, 2891.51]",0.87
275,7,person,"[0.0, 2117.31, 574.68, 3840.0]",0.79
275,110,person,"[1106.65, 1667.39, 1252.46, 2083.93]",0.72
275,256,person,"[1324.65, 1702.16, 1435.2, 2012.36]",0.56
275,291,person,"[1241.56, 1698.39, 1329.24, 2012.93]",0.69
275,301,backpack,"[1809.01, 1830.17, 2150.92, 2290.59]",0.41
275,302,person,"[403.64, 1667.45, 621.77, 2201.28]",0.74
275,191,person,"[613.07, 1702.11, 878.3, 2488.22]",0.85
275,1,person,"[214.19, 1664.43, 470.76, 2354.78]",0.85
275,3,person,"[9.06, 1606.48, 234.17, 2259.38]",0.82
275,271,clock,"[990.14, 308.88, 1280.2, 606.28]",0.45
276,6,person,"[1735.76, 1645.91, 2160.0, 2899.19]",0.85
276,7,person,"[0.0, 2246.72, 476.83, 3840.0]",0.78
276,110,person,"[1108.77, 1668.26, 1254.02, 2083.73]",0.72
276,256,person,"[1326.46, 1704.7, 1436.03, 2013.63]",0.51
276,291,person,"[1239.55, 1694.65, 1328.22, 2011.2]",0.67
276,301,backpack,"[1811.25, 1838.33, 2150.7, 2292.04]",0.26
276,302,person,"[404.65, 1669.66, 617.48, 2195.92]",0.74
276,191,person,"[621.89, 1703.08, 888.02, 2492.76]",0.85
276,1,person,"[205.79, 1663.28, 480.21, 2409.67]",0.86
276,3,person,"[0.0, 1608.46, 248.85, 2335.53]",0.77
276,311,person,"[806.45, 1705.42, 901.22, 1910.48]",0.35
276,271,clock,"[987.97, 302.51, 1280.85, 601.83]",0.34
276,297,bench,"[804.93, 1893.75, 1098.29, 2165.55]",0.31
277,6,person,"[1723.46, 1651.21, 2160.0, 2916.64]",0.86
277,7,person,"[0.0, 2380.73, 368.52, 3840.0]",0.67
277,110,person,"[1112.31, 1670.11, 1258.12, 2088.43]",0.74
277,256,person,"[1323.35, 1702.03, 1433.19, 2012.79]",0.44
277,291,person,"[1240.07, 1689.46, 1329.39, 2009.32]",0.58
277,301,backpack,"[1819.67, 1847.9, 2153.32, 2291.29]",0.31
277,302,person,"[401.81, 1671.35, 613.22, 2199.81]",0.73
277,191,person,"[637.77, 1699.01, 913.5, 2503.54]",0.88
277,1,person,"[201.7, 1660.62, 488.4, 2449.43]",0.86
